income,loan_amount,dti_ratio,credit_score,employment_years,num_open_accounts,home_ownership,loan_purpose,region_risk_index,age_group,gender,region,default,split
54575,27582,0.4871,759,6.4,4,MORTGAGE,home_improvement,0.6288,41-60,M,east,1,train
73092,33897,0.4107,605,6.7,11,OWN,medical,0.3448,26-40,M,south,1,train
75812,21542,0.3431,706,5.7,6,RENT,debt_consolidation,0.2235,60+,F,north,0,train
63837,29533,0.4664,690,6.4,5,RENT,home_improvement,0.8337,26-40,F,west,1,train
40255,16215,0.3602,686,6.7,8,MORTGAGE,home_improvement,0.0726,60+,M,north,1,train
45725,8674,0.1856,724,13.3,7,OWN,debt_consolidation,0.5875,41-60,F,east,0,train
78878,32231,0.521,736,1.1,3,RENT,debt_consolidation,0.2181,60+,F,north,1,validation
39404,11137,0.2819,658,8.8,6,RENT,home_improvement,0.2628,26-40,F,north,0,train
59828,21789,0.2491,717,8.7,8,RENT,home_improvement,0.5839,18-25,M,east,0,train
88754,46082,0.4168,771,14.5,4,MORTGAGE,home_improvement,0.7524,18-25,M,west,1,train
45185,28721,0.5679,654,6.7,6,OWN,home_improvement,0.3317,26-40,F,north,0,train
101818,53353,0.521,703,3.3,6,MORTGAGE,home_improvement,0.3806,26-40,M,south,0,train
91329,45717,0.6311,744,1.3,5,MORTGAGE,home_improvement,0.3448,41-60,M,south,1,train
39962,7694,0.2035,811,9.9,7,MORTGAGE,debt_consolidation,0.464,26-40,F,south,0,train
37592,16693,0.441,748,6.6,6,RENT,medical,0.3537,60+,F,south,1,train
69636,31456,0.3663,685,1.8,6,MORTGAGE,home_improvement,0.1821,60+,M,north,1,validation
35332,21862,0.5505,741,7.7,5,MORTGAGE,debt_consolidation,0.9451,26-40,M,west,1,train
40830,3538,0.0771,694,3.1,5,MORTGAGE,major_purchase,0.8289,60+,F,west,0,train
54036,34198,0.3874,676,6.5,3,RENT,medical,0.4135,26-40,F,south,0,train
53175,6492,0.0777,675,8.4,6,MORTGAGE,home_improvement,0.4307,60+,F,south,0,train
76024,50341,0.7056,748,21.0,6,MORTGAGE,debt_consolidation,0.2874,26-40,F,north,0,train
69321,7305,0.0702,776,4.4,7,MORTGAGE,debt_consolidation,0.2189,18-25,M,north,0,train
81042,28244,0.4749,723,4.5,5,RENT,debt_consolidation,0.1745,41-60,M,north,1,validation
23046,2771,0.1541,745,8.8,5,OWN,major_purchase,0.6288,18-25,M,east,0,train
88449,31054,0.2196,656,0.4,6,OWN,home_improvement,0.9442,60+,M,west,1,validation
83936,28284,0.468,662,3.3,7,RENT,debt_consolidation,0.151,60+,F,north,1,train
31353,10694,0.2151,575,8.4,7,MORTGAGE,home_improvement,0.8167,41-60,M,west,0,train
38334,4517,0.1587,737,5.8,9,RENT,medical,0.2344,26-40,F,north,0,test
142897,22214,0.1416,713,14.7,2,MORTGAGE,debt_consolidation,0.5934,41-60,F,east,0,train
33022,4961,0.0868,712,3.0,4,MORTGAGE,major_purchase,0.3939,26-40,M,south,0,train
37861,6709,0.2097,622,12.9,10,MORTGAGE,debt_consolidation,0.615,41-60,F,east,1,train
71633,10916,0.2065,766,5.9,3,MORTGAGE,debt_consolidation,0.211,60+,F,north,0,validation
105206,55543,0.3633,610,4.6,8,RENT,small_business,0.5222,26-40,F,east,1,train
38053,12738,0.1704,652,6.4,3,OWN,medical,0.7913,41-60,M,west,0,test
112477,60188,0.5763,658,3.8,5,MORTGAGE,debt_consolidation,0.3138,60+,M,south,1,test
53157,27405,0.5088,616,20.3,4,RENT,major_purchase,0.455,60+,M,south,0,train
71443,11424,0.1125,732,6.2,2,MORTGAGE,debt_consolidation,0.6033,26-40,M,east,0,train
33963,7912,0.213,674,16.5,3,RENT,major_purchase,0.1331,41-60,F,north,1,train
73780,28545,0.2613,628,7.8,6,MORTGAGE,debt_consolidation,0.1657,41-60,M,north,1,train
49341,27819,0.6308,726,2.6,3,RENT,debt_consolidation,0.1246,26-40,M,north,1,validation
37942,1932,0.0324,742,17.1,6,MORTGAGE,debt_consolidation,0.7031,26-40,F,west,0,train
34729,21918,0.3604,743,6.5,3,MORTGAGE,debt_consolidation,0.6615,18-25,F,east,1,train
42601,8930,0.2018,718,6.6,4,RENT,debt_consolidation,0.373,41-60,F,south,0,train
73342,10880,0.1171,641,24.0,1,OWN,home_improvement,0.253,26-40,F,north,0,train
67613,17935,0.2541,770,11.1,1,MORTGAGE,home_improvement,0.6027,26-40,M,east,0,train
35917,8243,0.3172,675,6.4,5,RENT,home_improvement,0.7656,26-40,F,west,1,train
50220,21647,0.5033,612,9.2,7,RENT,major_purchase,0.7723,18-25,F,west,1,train
38318,8889,0.1587,575,16.4,7,OWN,major_purchase,0.4049,18-25,M,south,0,test
45815,28848,0.4664,797,3.4,7,RENT,major_purchase,0.6404,41-60,M,east,0,train
45812,10934,0.1352,679,4.9,5,MORTGAGE,debt_consolidation,0.6672,26-40,M,east,0,train
68609,36442,0.4127,602,2.1,3,RENT,home_improvement,0.1979,60+,M,north,0,validation
25128,6095,0.2028,748,8.4,5,MORTGAGE,medical,0.4001,18-25,F,south,0,test
62116,22393,0.2903,589,0.8,8,MORTGAGE,debt_consolidation,0.4663,26-40,M,south,1,test
45720,7268,0.0926,629,7.0,5,MORTGAGE,major_purchase,0.1942,41-60,M,north,0,test
44398,26228,0.376,671,3.4,4,OWN,medical,0.5469,41-60,F,east,0,train
106380,45814,0.3632,643,6.1,6,RENT,major_purchase,0.6359,60+,M,east,0,train
63637,40974,0.4452,633,4.8,2,RENT,major_purchase,0.2395,60+,M,north,0,train
42932,4702,0.0677,704,9.8,7,MORTGAGE,debt_consolidation,0.4838,18-25,F,south,0,test
28637,12481,0.3963,691,4.8,7,RENT,major_purchase,0.4465,18-25,F,south,1,train
48281,20763,0.3184,681,5.7,6,OWN,home_improvement,0.6125,18-25,M,east,0,train
68132,31992,0.6046,598,4.0,3,RENT,debt_consolidation,0.7861,41-60,M,west,1,test
56209,10895,0.1582,632,10.9,7,MORTGAGE,small_business,0.4759,18-25,M,south,0,train
113344,65872,0.4587,683,1.7,6,OWN,home_improvement,0.5806,26-40,F,east,1,test
37691,10483,0.1398,723,4.6,10,RENT,major_purchase,0.5602,18-25,F,east,1,train
109581,49780,0.4483,733,7.0,3,MORTGAGE,small_business,0.5767,41-60,F,east,1,validation
61992,22490,0.2056,685,8.9,6,RENT,debt_consolidation,0.8285,26-40,M,west,0,train
122752,23547,0.1878,722,10.3,3,MORTGAGE,home_improvement,0.081,26-40,M,north,0,train
61476,38483,0.3972,737,7.9,5,MORTGAGE,major_purchase,0.6254,26-40,F,east,0,train
66457,40074,0.7033,640,4.6,8,RENT,home_improvement,0.3594,41-60,F,south,0,train
30516,15823,0.4486,705,2.7,1,RENT,small_business,0.2857,41-60,M,north,1,train
71200,44072,0.4113,590,4.1,3,RENT,medical,0.2789,41-60,F,north,0,test
36770,7384,0.216,664,12.7,4,MORTGAGE,medical,0.2348,41-60,M,north,0,train
46448,20098,0.5319,656,2.7,7,MORTGAGE,medical,0.2398,41-60,F,north,0,validation
43365,12168,0.2181,761,6.4,5,RENT,debt_consolidation,0.5705,26-40,F,east,0,train
42597,8928,0.1467,691,15.6,2,RENT,major_purchase,0.7221,60+,F,east,0,train
56261,15867,0.1728,672,2.3,3,RENT,major_purchase,0.7051,26-40,M,west,1,validation
35186,20255,0.7495,701,6.1,7,RENT,debt_consolidation,0.2502,26-40,F,north,1,train
45745,3886,0.1088,741,6.1,8,OWN,small_business,0.2679,26-40,M,north,0,train
71797,37100,0.6549,647,4.2,6,MORTGAGE,debt_consolidation,0.2635,60+,F,north,1,train
73322,43229,0.6605,615,7.3,6,MORTGAGE,small_business,0.8632,18-25,M,west,0,train
24310,1000,0.0542,639,8.7,8,OWN,medical,0.3675,26-40,F,south,0,train
34152,19750,0.6518,690,4.5,4,MORTGAGE,debt_consolidation,0.6338,26-40,M,east,1,train
41287,8645,0.2404,597,5.8,3,MORTGAGE,medical,0.3682,41-60,F,south,0,train
24183,14020,0.5463,586,2.8,5,MORTGAGE,debt_consolidation,0.1879,26-40,F,north,1,train
79705,41600,0.5965,702,7.4,5,RENT,home_improvement,0.2674,26-40,M,north,0,train
35537,9301,0.1443,647,6.4,4,RENT,debt_consolidation,0.4171,41-60,F,south,1,validation
32736,16711,0.2587,800,15.9,8,MORTGAGE,small_business,0.7725,60+,M,west,0,validation
98204,12757,0.0757,696,4.6,2,OWN,debt_consolidation,0.3984,41-60,M,south,0,validation
41606,28601,0.4312,596,8.5,5,RENT,major_purchase,0.116,41-60,M,north,1,train
35855,14316,0.4889,733,8.8,3,OWN,medical,0.8232,41-60,M,west,1,test
196727,109510,0.5308,717,2.0,5,MORTGAGE,small_business,0.4265,26-40,F,south,0,test
62375,27844,0.3308,582,3.9,7,RENT,small_business,0.1512,18-25,M,north,1,train
26962,7759,0.155,717,11.7,4,RENT,debt_consolidation,0.7324,26-40,M,west,0,train
45757,16274,0.3192,688,6.2,5,OWN,small_business,0.8875,18-25,F,west,0,train
55806,25324,0.293,670,7.8,5,MORTGAGE,debt_consolidation,0.2553,41-60,M,north,0,train
33276,13753,0.514,720,3.7,6,RENT,debt_consolidation,0.8016,26-40,F,west,1,train
53713,34126,0.75,703,8.1,7,RENT,debt_consolidation,0.4085,18-25,M,south,0,train
35301,7075,0.2544,543,2.7,2,MORTGAGE,medical,0.5383,26-40,M,south,0,train
82459,48485,0.6865,619,5.2,8,MORTGAGE,medical,0.676,18-25,F,east,0,train
61643,37217,0.75,670,1.0,6,OWN,major_purchase,0.1923,26-40,M,north,0,test
130107,64497,0.6239,656,3.3,6,OWN,home_improvement,0.6105,26-40,F,east,1,train
60688,7029,0.076,597,3.2,5,OWN,debt_consolidation,0.8195,60+,F,west,1,train
46526,5728,0.1527,706,0.4,5,RENT,medical,0.2215,26-40,F,north,0,train
80338,44205,0.5239,687,7.1,4,RENT,debt_consolidation,0.6051,26-40,F,east,1,train
36947,18936,0.5898,800,3.0,5,MORTGAGE,major_purchase,0.1703,41-60,M,north,1,train
54183,23253,0.3752,667,2.2,5,MORTGAGE,debt_consolidation,0.8135,26-40,F,west,0,train
79323,19724,0.2976,694,1.6,5,MORTGAGE,debt_consolidation,0.5095,18-25,M,south,0,test
78507,42719,0.334,791,7.1,5,MORTGAGE,debt_consolidation,0.3936,18-25,F,south,0,test
35425,15971,0.3105,671,8.4,2,RENT,home_improvement,0.311,18-25,F,north,1,train
39169,13251,0.4446,704,8.1,4,RENT,debt_consolidation,0.2437,41-60,F,north,1,validation
30961,3909,0.0844,681,11.5,5,OWN,debt_consolidation,0.4884,26-40,F,east,1,validation
34678,16285,0.3941,788,2.7,5,MORTGAGE,medical,0.4652,26-40,M,south,0,train
40920,8337,0.1819,589,11.0,5,OWN,home_improvement,0.7968,26-40,F,west,1,train
59174,13015,0.1104,597,18.4,4,MORTGAGE,home_improvement,0.1118,18-25,F,north,0,train
37384,10917,0.3455,835,4.6,3,OWN,debt_consolidation,0.2011,26-40,M,north,1,train
47954,20239,0.2575,649,18.7,6,OWN,home_improvement,0.5575,60+,M,east,0,train
78353,29005,0.2186,598,4.7,5,MORTGAGE,debt_consolidation,0.2633,18-25,F,north,1,train
95879,19180,0.2739,780,4.5,5,MORTGAGE,debt_consolidation,0.6345,26-40,M,east,0,train
52503,29989,0.6347,699,3.5,5,MORTGAGE,home_improvement,0.2941,41-60,M,north,0,validation
81492,32518,0.33,692,10.9,4,MORTGAGE,debt_consolidation,0.1715,26-40,F,north,0,validation
34050,15258,0.5375,566,12.4,5,MORTGAGE,debt_consolidation,0.4794,60+,M,south,1,train
59361,10742,0.1633,733,11.2,6,RENT,medical,0.2533,26-40,M,north,0,train
29265,4569,0.1054,688,3.5,2,OWN,debt_consolidation,0.8051,26-40,F,west,0,test
67442,10633,0.2078,723,10.5,4,MORTGAGE,major_purchase,0.6649,26-40,F,east,0,train
19142,8742,0.583,692,4.9,8,MORTGAGE,home_improvement,0.1458,26-40,F,north,0,train
55119,11475,0.2355,601,3.1,5,RENT,major_purchase,0.4306,41-60,M,south,1,train
40225,14784,0.4642,667,12.3,5,MORTGAGE,small_business,0.4344,26-40,F,south,1,train
88725,44239,0.368,730,7.5,3,MORTGAGE,medical,0.1261,60+,F,north,0,train
39427,5007,0.1263,697,1.7,1,RENT,debt_consolidation,0.5461,41-60,F,east,0,train
59970,21944,0.3019,575,7.0,4,RENT,small_business,0.1552,26-40,M,north,0,validation
74721,19430,0.1555,632,2.5,6,MORTGAGE,home_improvement,0.4606,26-40,F,south,0,train
27515,6208,0.1405,657,3.5,7,RENT,debt_consolidation,0.5567,41-60,M,east,0,train
34657,12565,0.4295,683,2.1,4,RENT,debt_consolidation,0.5566,60+,M,east,0,train
44939,23178,0.6098,799,0.6,5,MORTGAGE,major_purchase,0.3142,26-40,M,south,1,validation
53632,33939,0.3339,668,11.8,2,RENT,major_purchase,0.573,41-60,M,east,1,validation
29847,8374,0.3722,684,9.4,3,MORTGAGE,debt_consolidation,0.2129,41-60,F,north,0,validation
47268,8831,0.1652,538,3.0,7,RENT,debt_consolidation,0.5945,26-40,M,east,1,train
49066,10240,0.2181,776,0.2,7,RENT,debt_consolidation,0.8021,41-60,M,west,1,train
57983,31586,0.6555,712,6.3,5,MORTGAGE,debt_consolidation,0.5443,26-40,F,east,1,test
26333,16200,0.6754,719,1.5,4,MORTGAGE,debt_consolidation,0.8072,18-25,M,west,1,train
19087,6486,0.3985,639,14.5,11,MORTGAGE,major_purchase,0.657,26-40,F,east,1,train
89747,12464,0.1408,743,10.4,2,RENT,home_improvement,0.5191,26-40,M,south,0,train
59842,2970,0.0612,728,3.3,6,RENT,debt_consolidation,0.5026,41-60,M,south,0,test
33827,3534,0.0555,673,0.3,2,MORTGAGE,major_purchase,0.2397,26-40,F,north,0,train
58953,16251,0.2711,704,7.6,2,RENT,medical,0.2795,41-60,F,south,0,train
39194,10819,0.1752,646,5.0,4,OWN,medical,0.2524,60+,F,north,0,train
35439,18411,0.3653,667,4.8,7,MORTGAGE,debt_consolidation,0.8918,41-60,F,west,1,train
27234,18114,0.3951,659,1.7,5,MORTGAGE,home_improvement,0.638,26-40,F,east,1,test
43720,19626,0.3483,718,3.1,2,MORTGAGE,medical,0.8628,41-60,M,west,1,train
26847,14135,0.4951,695,6.4,2,RENT,home_improvement,0.2255,60+,F,north,1,train
37923,18476,0.3421,725,2.8,8,MORTGAGE,debt_consolidation,0.1604,18-25,M,north,0,train
47293,4151,0.0847,735,2.8,4,RENT,home_improvement,0.2683,26-40,F,north,0,test
40936,16714,0.2812,756,0.3,4,RENT,home_improvement,0.3685,41-60,F,south,0,train
120409,70892,0.4936,767,15.6,4,OWN,debt_consolidation,0.1741,41-60,M,north,1,train
31327,8941,0.2028,655,11.1,10,MORTGAGE,debt_consolidation,0.6258,41-60,F,east,0,validation
49460,18124,0.2013,776,3.7,4,MORTGAGE,debt_consolidation,0.4117,41-60,M,south,0,train
40547,18963,0.5172,662,15.8,3,RENT,debt_consolidation,0.513,41-60,M,east,1,train
44901,9080,0.1077,722,5.6,14,RENT,debt_consolidation,0.3159,26-40,M,south,0,train
38096,18591,0.6829,644,9.5,8,OWN,debt_consolidation,0.7993,26-40,M,west,0,train
49333,8035,0.1022,727,2.3,3,MORTGAGE,debt_consolidation,0.2666,26-40,F,north,0,train
42975,20183,0.4801,703,8.5,6,MORTGAGE,medical,0.6129,18-25,F,east,1,train
47292,17830,0.2945,609,2.2,2,OWN,debt_consolidation,0.9712,18-25,F,west,1,validation
67149,11812,0.0934,840,10.3,8,OWN,major_purchase,0.5846,41-60,M,east,0,train
54389,4948,0.1173,711,3.6,5,OWN,small_business,0.3114,26-40,F,south,0,train
56241,7583,0.1178,674,2.1,4,RENT,debt_consolidation,0.4276,26-40,M,south,0,train
18000,7585,0.3617,663,14.8,5,RENT,debt_consolidation,0.3976,41-60,F,south,1,train
149653,89026,0.4121,625,1.8,4,MORTGAGE,major_purchase,0.5365,41-60,M,east,1,test
59678,35577,0.4544,684,9.2,8,MORTGAGE,home_improvement,0.8269,26-40,M,west,0,train
46059,16153,0.363,714,13.3,7,MORTGAGE,major_purchase,0.5501,26-40,M,east,0,validation
45575,10662,0.2726,682,6.0,2,MORTGAGE,home_improvement,0.5496,41-60,F,east,0,train
63149,16368,0.3033,606,9.0,6,RENT,debt_consolidation,0.2517,18-25,F,south,0,validation
18650,12331,0.75,641,6.0,4,RENT,debt_consolidation,0.4995,60+,F,east,1,train
91214,36659,0.426,730,24.3,3,MORTGAGE,debt_consolidation,0.3833,26-40,F,south,0,train
60955,27398,0.3965,762,8.1,4,RENT,debt_consolidation,0.8328,41-60,F,west,1,train
75160,3932,0.0329,667,7.3,5,RENT,major_purchase,0.6087,26-40,M,east,0,train
40417,5219,0.1628,668,4.8,2,RENT,debt_consolidation,0.1774,26-40,M,north,0,train
26591,12960,0.6669,679,13.6,5,MORTGAGE,home_improvement,0.2647,26-40,M,north,0,validation
84927,11803,0.1757,771,4.6,6,RENT,major_purchase,0.187,18-25,F,north,0,train
87629,46229,0.6274,719,14.4,5,MORTGAGE,major_purchase,0.8579,26-40,M,west,0,train
53932,4227,0.0594,619,9.5,5,RENT,home_improvement,0.4312,26-40,F,south,1,train
31028,17451,0.3425,816,5.8,6,MORTGAGE,debt_consolidation,0.694,18-25,F,east,1,validation
37173,21681,0.4974,596,16.9,3,RENT,major_purchase,0.8465,41-60,M,west,1,train
45862,8288,0.1485,731,7.1,7,RENT,debt_consolidation,0.5291,41-60,F,east,0,test
20228,1037,0.0354,667,4.9,9,RENT,debt_consolidation,0.8173,26-40,F,west,1,train
45795,28772,0.4558,542,3.3,3,MORTGAGE,major_purchase,0.5355,26-40,F,south,0,train
50752,2818,0.0486,720,11.2,5,OWN,debt_consolidation,0.1738,26-40,M,north,0,train
71279,25561,0.3745,714,13.9,5,RENT,small_business,0.2276,41-60,F,north,0,train
56489,28406,0.4835,715,3.2,3,RENT,major_purchase,0.1673,18-25,M,north,1,train
53642,14649,0.1795,745,2.0,4,MORTGAGE,major_purchase,0.5559,41-60,M,east,0,test
71904,39372,0.3002,626,9.6,2,MORTGAGE,debt_consolidation,0.6414,26-40,M,east,0,test
52194,17445,0.3603,659,3.5,6,RENT,medical,0.1803,41-60,M,north,1,test
34875,20593,0.3297,624,6.4,3,MORTGAGE,home_improvement,0.8116,18-25,M,west,0,train
50283,32249,0.5839,721,3.1,4,RENT,debt_consolidation,0.2065,26-40,M,north,0,train
43617,26151,0.5169,748,5.3,4,RENT,debt_consolidation,0.1556,41-60,F,north,1,train
77279,33476,0.2677,624,5.0,3,RENT,debt_consolidation,0.3588,26-40,M,south,0,train
62436,20398,0.447,709,2.6,5,RENT,home_improvement,0.2828,26-40,M,north,1,train
49599,14862,0.1843,704,10.3,6,MORTGAGE,home_improvement,0.2788,41-60,M,south,0,train
24322,10947,0.3111,653,4.0,3,RENT,medical,0.4184,41-60,M,south,0,train
66277,8070,0.1564,728,8.6,8,RENT,medical,0.4273,18-25,F,south,0,train
41822,27949,0.726,562,2.5,9,MORTGAGE,small_business,0.4731,41-60,F,east,0,train
21559,6863,0.4299,642,10.8,2,RENT,small_business,0.223,26-40,F,north,1,train
28276,13092,0.2485,631,4.7,4,RENT,medical,0.8156,60+,F,west,0,train
25426,14986,0.7466,679,1.4,3,MORTGAGE,major_purchase,0.2578,60+,M,north,0,validation
43382,13879,0.196,566,3.5,10,RENT,debt_consolidation,0.879,41-60,F,west,0,train
52374,3858,0.0753,730,3.0,6,RENT,home_improvement,0.7947,26-40,M,west,1,validation
28041,7082,0.2414,642,4.4,7,MORTGAGE,major_purchase,0.2879,18-25,F,south,1,train
67255,34964,0.6987,666,7.6,7,RENT,small_business,0.6297,26-40,M,east,1,validation
66446,40298,0.3878,727,1.5,7,RENT,debt_consolidation,0.4572,26-40,M,south,0,train
49129,10846,0.1693,840,10.2,4,RENT,small_business,0.2915,26-40,M,south,0,train
31835,19466,0.75,752,11.6,6,OWN,major_purchase,0.8379,18-25,M,west,1,train
76624,38077,0.3946,741,11.8,4,RENT,debt_consolidation,0.5991,26-40,M,east,0,train
40434,5424,0.1545,589,4.9,1,MORTGAGE,home_improvement,0.5397,18-25,F,east,1,train
40163,10528,0.3407,666,13.4,4,OWN,debt_consolidation,0.6661,26-40,M,east,1,train
49715,18093,0.491,692,4.4,5,OWN,major_purchase,0.8462,41-60,F,west,1,train
65899,27190,0.3553,628,8.8,3,MORTGAGE,medical,0.3888,41-60,M,south,0,train
27475,15080,0.5686,729,6.2,2,MORTGAGE,major_purchase,0.1512,41-60,M,north,0,train
40191,22080,0.6287,665,6.0,7,MORTGAGE,home_improvement,0.818,41-60,M,west,1,train
78184,10092,0.1447,771,5.1,3,RENT,debt_consolidation,0.6772,60+,M,east,0,test
36482,11108,0.2601,741,5.3,4,OWN,small_business,0.9082,18-25,M,west,0,validation
25968,9870,0.3823,753,10.2,1,RENT,small_business,0.197,26-40,F,north,1,train
20057,13277,0.55,612,17.8,7,OWN,major_purchase,0.1751,26-40,F,north,0,train
70545,15621,0.2167,759,10.9,3,RENT,medical,0.0991,26-40,M,north,0,train
87600,39520,0.5726,599,7.1,4,RENT,major_purchase,0.1499,60+,F,north,0,train
96496,56453,0.3527,724,19.1,7,RENT,major_purchase,0.7854,18-25,F,west,0,train
72450,18535,0.153,589,7.6,5,RENT,debt_consolidation,0.6722,18-25,F,east,0,train
18000,8571,0.3547,726,4.4,2,RENT,major_purchase,0.1679,26-40,M,north,0,train
52414,11227,0.227,696,10.0,7,RENT,small_business,0.7864,60+,M,west,0,train
61416,12946,0.2663,723,8.3,3,RENT,major_purchase,0.5531,26-40,M,east,0,test
51535,26218,0.4164,744,16.8,6,RENT,debt_consolidation,0.3028,18-25,M,south,0,train
28081,7112,0.2066,649,9.7,7,MORTGAGE,debt_consolidation,0.4202,41-60,F,south,1,train
47434,11283,0.2877,792,4.3,6,MORTGAGE,major_purchase,0.5392,26-40,M,east,0,train
49486,10290,0.2537,639,1.4,6,RENT,small_business,0.4292,18-25,F,south,1,validation
81384,26896,0.2364,635,11.4,5,RENT,small_business,0.8042,18-25,F,west,1,train
42048,3046,0.0536,740,13.7,9,MORTGAGE,major_purchase,0.5055,60+,M,south,0,train
52525,8455,0.1733,697,7.9,3,OWN,medical,0.3758,26-40,M,south,0,train
74462,33530,0.4342,754,12.2,2,RENT,home_improvement,0.3894,18-25,M,south,1,test
35756,10082,0.1985,611,6.0,4,RENT,major_purchase,0.4381,60+,F,south,1,train
49442,8297,0.2173,605,7.3,4,RENT,debt_consolidation,0.91,41-60,M,west,0,train
61508,19338,0.2034,695,12.7,3,MORTGAGE,major_purchase,0.455,18-25,F,south,0,train
42387,5913,0.0809,641,3.6,5,MORTGAGE,home_improvement,0.2615,26-40,M,north,0,validation
124239,65801,0.5595,600,9.2,5,RENT,major_purchase,0.3617,41-60,F,south,0,train
40536,8705,0.1427,661,3.2,1,OWN,debt_consolidation,0.8632,26-40,M,west,0,train
121839,49336,0.367,664,16.5,5,MORTGAGE,debt_consolidation,0.3775,41-60,M,south,0,test
38017,8204,0.2571,700,3.9,4,MORTGAGE,debt_consolidation,0.5805,18-25,M,east,0,train
35986,2647,0.0756,650,2.3,5,MORTGAGE,debt_consolidation,0.8171,26-40,M,west,0,train
76379,25371,0.2323,785,2.2,3,MORTGAGE,major_purchase,0.734,26-40,M,west,0,train
37673,10605,0.2031,624,6.3,1,MORTGAGE,major_purchase,0.2342,26-40,F,north,0,train
80567,19142,0.1998,611,13.6,1,RENT,debt_consolidation,0.8287,26-40,M,west,0,train
52793,26004,0.6749,695,6.2,6,RENT,debt_consolidation,0.9106,18-25,F,west,1,train
27476,4684,0.189,673,8.8,9,MORTGAGE,medical,0.2273,26-40,M,north,0,train
35672,7938,0.2313,633,11.9,2,MORTGAGE,small_business,0.7815,60+,F,west,0,test
42027,8616,0.2198,707,2.2,4,MORTGAGE,medical,0.4054,18-25,M,south,0,train
41246,9838,0.2106,623,9.0,7,MORTGAGE,debt_consolidation,0.8243,26-40,F,west,1,train
21765,2831,0.1752,624,4.2,6,RENT,medical,0.3311,41-60,F,north,1,train
33457,18982,0.6735,656,22.6,6,RENT,major_purchase,0.4475,26-40,F,south,1,train
41277,13605,0.2746,671,1.6,6,RENT,major_purchase,0.1492,60+,F,north,0,validation
70821,40213,0.4327,613,4.9,7,MORTGAGE,debt_consolidation,0.4887,60+,F,east,0,train
54532,10250,0.1299,724,8.9,9,MORTGAGE,home_improvement,0.2765,26-40,F,north,0,train
56923,9447,0.1331,704,3.4,10,MORTGAGE,small_business,0.6783,26-40,M,east,0,train
55555,15328,0.3392,650,4.1,4,MORTGAGE,debt_consolidation,0.8104,41-60,M,west,1,validation
227932,106841,0.4589,711,2.1,4,RENT,medical,0.7622,18-25,M,west,1,train
46025,28810,0.6856,685,6.8,4,MORTGAGE,home_improvement,0.8121,41-60,F,west,1,train
44072,24593,0.75,694,2.4,6,MORTGAGE,debt_consolidation,0.107,26-40,M,north,0,train
127100,72022,0.3885,724,5.7,6,OWN,major_purchase,0.5826,26-40,F,east,0,train
33942,19839,0.75,652,1.5,7,RENT,small_business,0.5212,41-60,M,south,1,test
54700,25691,0.5527,697,3.9,3,OWN,major_purchase,0.8334,41-60,M,west,1,validation
57167,12688,0.2072,532,3.5,4,MORTGAGE,major_purchase,0.3361,18-25,M,south,1,train
43503,17089,0.4899,643,4.1,6,MORTGAGE,debt_consolidation,0.6218,26-40,M,east,1,train
37651,13981,0.3505,673,7.1,7,RENT,major_purchase,0.3945,60+,M,south,1,test
51350,12205,0.3056,573,1.9,5,MORTGAGE,major_purchase,0.558,41-60,M,east,0,test
